id,id_cargadescarga,id_equipo,id_palas,id_palanext,tiem_llegada,tiem_esperando,tiem_cuadra,tiem_cuadra,tiem_cuadrado,tiem_carga,tiem_acarreo,tiem_cola,tiem_retro,tiem_listo,tiem_descarga,tiem_viajando
1531554,1531554,34,1700083,73,2023-04-21 01:59:21.545000+00:00,2023-04-21 01:59:21.545000+00:00,2023-04-21 01:59:25.909000+00:00,2023-04-21 01:59:25.909000+00:00,2023-04-21 01:59:41.558000+00:00,2023-04-21 01:59:47.561000+00:00,2023-04-21 02:02:53.600000+00:00,2023-04-21 02:04:47.620000+00:00,2023-04-21 02:04:47.721000+00:00,2023-04-21 02:12:15.711000+00:00,2023-04-21 02:12:15.711000+00:00,2023-04-21 02:13:17.722000+00:00
1531567,1531567,34,1700102,73,2023-04-21 02:14:41.738000+00:00,2023-04-21 02:14:41.738000+00:00,2023-04-21 02:14:47.880000+00:00,2023-04-21 02:14:47.880000+00:00,2023-04-21 02:15:05.742000+00:00,2023-04-21 02:15:13.744000+00:00,2023-04-21 02:18:21.772000+00:00,2023-04-21 02:20:15.789000+00:00,2023-04-21 02:20:15.870000+00:00,2023-04-21 02:24:23.823000+00:00,2023-04-21 02:24:23.823000+00:00,2023-04-21 02:25:29.848000+00:00
1531582,1531582,34,1700118,74,2023-04-21 02:26:55.875000+00:00,2023-04-21 02:26:55.875000+00:00,2023-04-21 02:26:59.974000+00:00,2023-04-21 02:26:59.974000+00:00,2023-04-21 02:27:19.880000+00:00,2023-04-21 02:27:35.880000+00:00,2023-04-21 02:30:05.902000+00:00,2023-04-21 02:31:49.919000+00:00,2023-04-21 02:31:50.007000+00:00,2023-04-21 02:40:12.022000+00:00,2023-04-21 02:40:12.022000+00:00,2023-04-21 02:41:08.036000+00:00
1531851,1531851,34,1700438,69,2023-04-21 06:52:30.962852+00:00,2023-04-21 06:59:20.961000+00:00,2023-04-21 06:59:52.857000+00:00,2023-04-21 06:59:52.857000+00:00,2023-04-21 07:00:14.604000+00:00,2023-04-21 07:00:28.606000+00:00,2023-04-21 07:04:08.648000+00:00,2023-04-21 07:11:24.763000+00:00,2023-04-21 07:11:24.906000+00:00,2023-04-21 07:12:04.768000+00:00,2023-04-21 07:12:04.768000+00:00,2023-04-21 07:12:44.782000+00:00
1531872,1531872,34,1700438,69,2023-04-21 07:18:34.197155+00:00,,,,,,,,,,,
1531878,1531878,34,1700473,69,2023-04-21 07:21:29.140109+00:00,2023-04-21 07:30:55.124000+00:00,2023-04-21 07:30:55.124000+00:00,2023-04-21 07:30:55.124000+00:00,2023-04-21 07:31:07.002000+00:00,2023-04-21 07:34:23.057000+00:00,2023-04-21 07:36:53.084000+00:00,2023-04-21 07:47:35.222000+00:00,2023-04-21 07:47:39.220000+00:00,2023-04-21 07:48:21.228000+00:00,2023-04-21 07:48:21.228000+00:00,2023-04-21 07:49:17.244000+00:00
1531910,1531910,34,1700504,74,2023-04-21 07:55:25.304000+00:00,2023-04-21 07:57:25.455000+00:00,2023-04-21 07:57:25.455000+00:00,2023-04-21 07:57:25.455000+00:00,2023-04-21 07:57:37.368000+00:00,2023-04-21 08:00:11.391000+00:00,2023-04-21 08:03:11.425000+00:00,2023-04-21 08:13:33.517000+00:00,2023-04-21 08:13:37.518000+00:00,2023-04-21 08:14:17.526000+00:00,2023-04-21 08:14:17.526000+00:00,2023-04-21 08:15:23.534000+00:00
1531944,1531944,34,1700532,69,2023-04-21 08:22:08.306169+00:00,2023-04-21 08:22:08.306169+00:00,2023-04-21 08:22:32.050000+00:00,2023-04-21 08:22:32.050000+00:00,2023-04-21 08:22:53.613000+00:00,2023-04-21 08:22:57.614000+00:00,2023-04-21 08:25:43.665000+00:00,2023-04-21 08:35:29.746000+00:00,2023-04-21 08:35:31.746000+00:00,2023-04-21 08:36:13.750000+00:00,2023-04-21 08:36:13.750000+00:00,2023-04-21 08:37:31.762000+00:00
1531967,1531967,34,1700579,69,2023-04-21 08:45:07.133372+00:00,2023-04-21 09:02:21.519000+00:00,2023-04-21 09:02:21.519000+00:00,2023-04-21 09:02:21.519000+00:00,2023-04-21 09:02:43.402000+00:00,2023-04-21 09:05:15.441000+00:00,2023-04-21 09:08:03.457000+00:00,2023-04-21 09:16:49.554000+00:00,2023-04-21 09:16:49.631000+00:00,2023-04-21 09:17:33.559000+00:00,2023-04-21 09:17:33.559000+00:00,2023-04-21 09:18:19.576000+00:00
1532011,1532011,34,1700612,69,2023-04-21 09:24:14.253508+00:00,2023-04-21 09:26:03.719000+00:00,2023-04-21 09:26:03.719000+00:00,2023-04-21 09:26:03.719000+00:00,2023-04-21 09:26:15.648000+00:00,2023-04-21 09:27:57.667000+00:00,2023-04-21 09:30:49.689000+00:00,2023-04-21 09:41:09.790000+00:00,2023-04-21 09:41:13.788000+00:00,2023-04-21 09:41:55.793000+00:00,2023-04-21 09:41:55.793000+00:00,2023-04-21 09:42:57.818000+00:00
1532045,1532045,34,1700656,74,2023-04-21 09:53:07.960000+00:00,2023-04-21 09:53:41.812000+00:00,2023-04-21 09:56:26.065000+00:00,2023-04-21 09:56:26.065000+00:00,2023-04-21 09:56:50.009000+00:00,2023-04-21 09:57:32.016000+00:00,2023-04-21 09:59:32.046000+00:00,2023-04-21 10:08:12.135000+00:00,2023-04-21 10:10:24.152000+00:00,2023-04-21 10:10:24.217000+00:00,2023-04-21 10:10:24.265000+00:00,2023-04-21 10:11:16.166000+00:00
1532074,1532074,34,1700683,71,2023-04-21 10:16:16.218000+00:00,2023-04-21 10:16:16.218000+00:00,2023-04-21 10:16:22.414000+00:00,2023-04-21 10:16:22.414000+00:00,2023-04-21 10:16:42.221000+00:00,2023-04-21 10:16:50.224000+00:00,2023-04-21 10:19:18.245000+00:00,2023-04-21 10:27:16.340000+00:00,2023-04-21 10:28:58.356000+00:00,2023-04-21 10:29:28.363000+00:00,2023-04-21 10:29:28.363000+00:00,2023-04-21 10:30:24.375000+00:00
1532102,1532102,34,1700707,71,2023-04-21 10:41:07.802000+00:00,2023-04-21 10:41:07.802000+00:00,2023-04-21 10:41:21.891000+00:00,2023-04-21 10:41:21.891000+00:00,2023-04-21 10:41:41.812000+00:00,2023-04-21 10:41:41.871000+00:00,2023-04-21 10:44:21.842000+00:00,2023-04-21 10:49:45.899000+00:00,2023-04-21 10:50:01.901000+00:00,2023-04-21 10:50:53.908000+00:00,2023-04-21 10:50:53.908000+00:00,2023-04-21 10:52:07.940000+00:00
1532118,1532118,34,1700731,71,2023-04-21 10:57:22.004000+00:00,2023-04-21 10:58:36.941000+00:00,2023-04-21 10:59:24.075000+00:00,2023-04-21 10:59:24.075000+00:00,2023-04-21 10:59:38.027000+00:00,2023-04-21 10:59:44.028000+00:00,2023-04-21 11:02:10.065000+00:00,2023-04-21 11:07:24.119000+00:00,2023-04-21 11:07:24.223000+00:00,2023-04-21 11:07:58.129000+00:00,2023-04-21 11:07:58.129000+00:00,2023-04-21 11:08:50.137000+00:00
1532137,1532137,34,1700757,71,2023-04-21 11:14:14.201000+00:00,2023-04-21 11:16:07.129000+00:00,2023-04-21 11:17:04.917000+00:00,2023-04-21 11:17:04.917000+00:00,2023-04-21 11:17:16.234000+00:00,2023-04-21 11:17:44.239000+00:00,2023-04-21 11:20:14.263000+00:00,2023-04-21 11:25:48.327000+00:00,2023-04-21 11:25:48.402000+00:00,2023-04-21 11:26:16.336000+00:00,2023-04-21 11:26:16.336000+00:00,2023-04-21 11:27:02.347000+00:00
1532157,1532157,34,1700778,71,2023-04-21 11:31:26.407000+00:00,2023-04-21 11:32:11.344000+00:00,2023-04-21 11:32:32.500000+00:00,2023-04-21 11:32:32.500000+00:00,2023-04-21 11:32:46.423000+00:00,2023-04-21 11:33:04.424000+00:00,2023-04-21 11:35:24.445000+00:00,2023-04-21 11:39:56.507000+00:00,2023-04-21 11:39:56.561000+00:00,2023-04-21 11:40:28.517000+00:00,2023-04-21 11:40:28.517000+00:00,2023-04-21 11:41:08.525000+00:00
1532164,1532164,34,1700792,71,2023-04-21 11:58:39.839461+00:00,2023-04-21 11:58:39.839461+00:00,2023-04-21 12:02:50.907000+00:00,2023-04-21 12:02:50.907000+00:00,2023-04-21 12:03:16.840000+00:00,2023-04-21 12:03:20.841000+00:00,2023-04-21 12:08:52.888000+00:00,2023-04-21 12:15:24.965000+00:00,2023-04-21 12:15:25.049000+00:00,2023-04-21 12:16:10.976000+00:00,2023-04-21 12:16:10.976000+00:00,2023-04-21 12:17:01.002000+00:00
1532193,1532193,34,1700823,71,2023-04-21 12:22:21.044000+00:00,2023-04-21 12:22:45.274000+00:00,2023-04-21 12:23:49.175000+00:00,2023-04-21 12:23:49.175000+00:00,2023-04-21 12:24:11.063000+00:00,2023-04-21 12:24:17.064000+00:00,2023-04-21 12:26:45.083000+00:00,2023-04-21 12:29:28.521320+00:00,2023-04-21 12:29:51.113000+00:00,2023-04-21 12:29:51.200000+00:00,2023-04-21 12:29:51.320000+00:00,2023-04-21 12:30:53.116000+00:00
1532202,1532202,34,1700831,71,2023-04-21 12:31:17.119000+00:00,2023-04-21 12:31:27.216000+00:00,2023-04-21 12:32:09.251000+00:00,2023-04-21 12:32:09.251000+00:00,2023-04-21 12:32:23.130000+00:00,2023-04-21 12:32:57.141000+00:00,2023-04-21 12:36:47.269000+00:00,2023-04-21 12:39:43.203000+00:00,2023-04-21 12:39:45.203000+00:00,2023-04-21 12:39:45.759000+00:00,2023-04-21 12:39:45.905000+00:00,2023-04-21 12:40:47.227000+00:00
1532214,1532214,34,1700849,72,2023-04-21 12:41:01.229000+00:00,2023-04-21 12:43:29.500000+00:00,2023-04-21 12:43:47.406000+00:00,2023-04-21 12:43:47.406000+00:00,2023-04-21 12:44:29.269000+00:00,2023-04-21 12:46:01.281000+00:00,2023-04-21 12:47:57.297000+00:00,2023-04-21 12:54:29.369000+00:00,2023-04-21 12:55:27.377000+00:00,2023-04-21 12:56:25.390000+00:00,2023-04-21 12:56:25.390000+00:00,2023-04-21 12:57:27.404000+00:00
1532234,1532234,34,1700870,74,2023-04-21 13:04:41.474000+00:00,2023-04-21 13:04:41.474000+00:00,2023-04-21 13:04:45.585000+00:00,2023-04-21 13:04:45.585000+00:00,2023-04-21 13:05:03.474000+00:00,2023-04-21 13:05:21.478000+00:00,2023-04-21 13:08:55.526000+00:00,2023-04-21 13:17:59.630000+00:00,2023-04-21 13:18:03.631000+00:00,2023-04-21 13:18:57.636000+00:00,2023-04-21 13:18:57.636000+00:00,2023-04-21 13:19:43.643000+00:00
1532257,1532257,34,1700892,74,2023-04-21 13:25:27.705000+00:00,2023-04-21 13:25:27.705000+00:00,2023-04-21 13:25:49.824000+00:00,2023-04-21 13:25:49.824000+00:00,2023-04-21 13:26:09.721000+00:00,2023-04-21 13:26:17.723000+00:00,2023-04-21 13:30:07.767000+00:00,2023-04-21 13:39:19.877000+00:00,2023-04-21 13:39:21.876000+00:00,2023-04-21 13:40:05.882000+00:00,2023-04-21 13:40:05.882000+00:00,2023-04-21 13:40:49.898000+00:00
1532280,1532280,34,1700921,71,2023-04-21 13:47:01.962000+00:00,2023-04-21 13:47:01.962000+00:00,2023-04-21 13:47:36.718000+00:00,2023-04-21 13:47:36.718000+00:00,2023-04-21 13:48:01.969000+00:00,2023-04-21 13:48:05.969000+00:00,2023-04-21 13:52:22.014000+00:00,2023-04-21 14:00:46.111000+00:00,2023-04-21 14:00:48.111000+00:00,2023-04-21 14:01:44.120000+00:00,2023-04-21 14:01:44.120000+00:00,2023-04-21 14:02:38.127000+00:00
1535902,1535902,34,1705077,71,2023-04-24 05:27:21.202000+00:00,2023-04-24 05:31:11.334000+00:00,2023-04-24 05:31:11.334000+00:00,2023-04-24 05:31:11.334000+00:00,2023-04-24 05:31:23.261000+00:00,2023-04-24 05:33:33.291000+00:00,2023-04-24 05:35:46.994000+00:00,2023-04-24 05:43:18.409000+00:00,2023-04-24 05:43:20.410000+00:00,2023-04-24 05:44:12.419000+00:00,2023-04-24 05:44:12.419000+00:00,2023-04-24 05:45:06.421000+00:00
1535928,1535928,34,1705104,71,2023-04-24 05:50:36.765000+00:00,2023-04-24 05:51:51.351000+00:00,2023-04-24 05:51:51.351000+00:00,2023-04-24 05:51:51.351000+00:00,2023-04-24 05:52:12.789000+00:00,2023-04-24 05:53:10.823000+00:00,2023-04-24 05:55:38.844000+00:00,2023-04-24 06:01:35.375000+00:00,2023-04-24 06:01:37.375000+00:00,2023-04-24 06:03:21.392000+00:00,2023-04-24 06:03:21.392000+00:00,2023-04-24 06:04:15.403000+00:00
1535951,1535951,34,1705139,69,2023-04-24 06:16:51.520000+00:00,2023-04-24 06:21:22.732000+00:00,2023-04-24 06:25:11.768000+00:00,2023-04-24 06:25:11.768000+00:00,2023-04-24 06:25:23.631000+00:00,2023-04-24 06:25:27.631000+00:00,2023-04-24 06:28:13.668000+00:00,2023-04-24 06:33:03.732000+00:00,2023-04-24 06:33:07.733000+00:00,2023-04-24 06:34:47.772000+00:00,2023-04-24 06:34:47.772000+00:00,2023-04-24 06:35:43.783000+00:00
1536000,1536000,34,1705193,69,2023-04-24 07:04:02.136000+00:00,2023-04-24 07:05:28.051000+00:00,2023-04-24 07:06:34.160000+00:00,2023-04-24 07:06:34.160000+00:00,2023-04-24 07:06:56.165000+00:00,2023-04-24 07:07:36.178000+00:00,2023-04-24 07:11:12.220000+00:00,2023-04-24 07:20:12.318000+00:00,2023-04-24 07:20:14.318000+00:00,2023-04-24 07:20:58.323000+00:00,2023-04-24 07:20:58.323000+00:00,2023-04-24 07:21:52.331000+00:00
1536024,1536024,34,1705223,74,2023-04-24 07:28:22.429000+00:00,2023-04-24 07:29:04.567000+00:00,2023-04-24 07:29:04.567000+00:00,2023-04-24 07:29:04.567000+00:00,2023-04-24 07:29:28.445000+00:00,2023-04-24 07:35:42.551000+00:00,2023-04-24 07:39:20.604000+00:00,2023-04-24 07:47:56.710000+00:00,2023-04-24 07:47:58.712000+00:00,2023-04-24 07:48:40.720000+00:00,2023-04-24 07:48:40.720000+00:00,2023-04-24 07:49:32.728000+00:00
1536051,1536051,34,1705249,70,2023-04-24 07:55:44.822000+00:00,2023-04-24 07:55:44.822000+00:00,2023-04-24 07:55:48.945000+00:00,2023-04-24 07:55:48.945000+00:00,2023-04-24 07:56:18.445000+00:00,2023-04-24 07:56:30.446000+00:00,2023-04-24 08:00:18.487000+00:00,2023-04-24 08:08:44.592000+00:00,2023-04-24 08:08:46.593000+00:00,2023-04-24 08:09:32.596000+00:00,2023-04-24 08:09:32.596000+00:00,2023-04-24 08:10:22.617000+00:00
1536076,1536076,34,1705278,70,2023-04-24 08:25:00.773000+00:00,2023-04-24 08:25:56.867000+00:00,2023-04-24 08:25:56.867000+00:00,2023-04-24 08:25:56.867000+00:00,2023-04-24 08:26:10.793000+00:00,2023-04-24 08:29:06.837000+00:00,2023-04-24 08:31:46.862000+00:00,2023-04-24 08:41:02.989000+00:00,2023-04-24 08:41:06.998000+00:00,2023-04-24 08:41:56.998000+00:00,2023-04-24 08:41:56.998000+00:00,2023-04-24 08:42:53.008000+00:00
1536112,1536112,34,1705325,73,2023-04-24 09:00:37.219000+00:00,2023-04-24 09:00:59.286000+00:00,2023-04-24 09:00:59.286000+00:00,2023-04-24 09:00:59.286000+00:00,2023-04-24 09:01:19.227000+00:00,2023-04-24 09:02:05.234000+00:00,2023-04-24 09:05:13.263000+00:00,2023-04-24 09:13:33.387000+00:00,2023-04-24 09:13:35.387000+00:00,2023-04-24 09:13:57.395000+00:00,2023-04-24 09:28:51.552000+00:00,2023-04-24 09:28:53.552000+00:00
1536148,1536148,34,1705367,69,2023-04-24 09:33:41.625000+00:00,2023-04-24 09:33:41.625000+00:00,2023-04-24 09:33:45.686000+00:00,2023-04-24 09:33:45.686000+00:00,2023-04-24 09:34:19.637000+00:00,2023-04-24 09:34:33.639000+00:00,2023-04-24 09:37:39.664000+00:00,2023-04-24 09:45:39.788000+00:00,2023-04-24 09:45:43.784000+00:00,2023-04-24 09:46:29.793000+00:00,2023-04-24 09:46:29.793000+00:00,2023-04-24 09:47:07.801000+00:00
1536173,1536173,34,1705404,69,2023-04-24 09:55:40.861418+00:00,2023-04-24 09:57:01.668000+00:00,2023-04-24 09:57:01.668000+00:00,2023-04-24 09:57:01.668000+00:00,2023-04-24 09:57:13.071000+00:00,2023-04-24 09:59:55.094000+00:00,2023-04-24 10:04:27.133000+00:00,2023-04-24 10:13:19.246000+00:00,2023-04-24 10:13:25.246000+00:00,2023-04-24 10:14:17.256000+00:00,2023-04-24 10:14:17.256000+00:00,2023-04-24 10:15:05.263000+00:00
1536196,1536196,34,1705426,69,2023-04-24 10:20:58.180016+00:00,2023-04-24 10:22:05.959000+00:00,2023-04-24 10:22:05.959000+00:00,2023-04-24 10:22:05.959000+00:00,2023-04-24 10:22:17.343000+00:00,2023-04-24 10:25:33.379000+00:00,2023-04-24 10:28:43.414000+00:00,2023-04-24 10:37:23.541000+00:00,2023-04-24 10:37:27.544000+00:00,2023-04-24 10:38:27.553000+00:00,2023-04-24 10:38:27.553000+00:00,2023-04-24 10:39:13.557000+00:00
1536221,1536221,34,1705455,74,2023-04-24 10:45:33.688000+00:00,2023-04-24 10:45:39.781000+00:00,2023-04-24 10:45:39.781000+00:00,2023-04-24 10:45:39.781000+00:00,2023-04-24 10:45:53.689000+00:00,2023-04-24 10:49:37.745000+00:00,2023-04-24 10:53:13.799000+00:00,2023-04-24 11:01:45.912000+00:00,2023-04-24 11:01:46.065000+00:00,2023-04-24 11:02:29.921000+00:00,2023-04-24 11:02:29.921000+00:00,2023-04-24 11:03:15.925000+00:00
1536248,1536248,34,1705483,69,2023-04-24 11:09:06.005000+00:00,2023-04-24 11:09:06.005000+00:00,2023-04-24 11:11:54.137000+00:00,2023-04-24 11:11:54.137000+00:00,2023-04-24 11:12:18.054000+00:00,2023-04-24 11:12:26.058000+00:00,2023-04-24 11:17:26.111000+00:00,2023-04-24 11:24:28.209000+00:00,2023-04-24 11:24:28.928000+00:00,2023-04-24 11:25:06.212000+00:00,2023-04-24 11:25:06.212000+00:00,2023-04-24 11:25:46.219000+00:00
1536316,1536316,34,1705561,74,2023-04-24 12:42:18.525000+00:00,2023-04-24 12:42:20.670000+00:00,2023-04-24 12:42:20.670000+00:00,2023-04-24 12:42:20.670000+00:00,2023-04-24 12:42:36.528000+00:00,2023-04-24 12:44:18.548000+00:00,2023-04-24 12:47:22.585000+00:00,2023-04-24 12:57:02.715000+00:00,2023-04-24 12:57:04.715000+00:00,2023-04-24 12:58:00.731000+00:00,2023-04-24 12:58:00.731000+00:00,2023-04-24 12:58:48.748000+00:00
1536337,1536337,34,1705585,74,2023-04-24 13:05:08.822000+00:00,2023-04-24 13:05:08.822000+00:00,2023-04-24 13:05:17.454000+00:00,2023-04-24 13:05:17.454000+00:00,2023-04-24 13:05:34.828000+00:00,2023-04-24 13:05:54.831000+00:00,2023-04-24 13:10:38.897000+00:00,2023-04-24 13:20:10.994000+00:00,2023-04-24 13:20:14.996000+00:00,2023-04-24 13:21:07.001000+00:00,2023-04-24 13:21:07.001000+00:00,2023-04-24 13:22:03.008000+00:00
1536359,1536359,34,1705612,69,2023-04-24 13:28:42.791014+00:00,2023-04-24 13:29:07.216000+00:00,2023-04-24 13:30:23.231000+00:00,2023-04-24 13:30:23.231000+00:00,2023-04-24 13:30:43.125000+00:00,2023-04-24 13:30:59.127000+00:00,2023-04-24 13:35:05.175000+00:00,2023-04-24 13:44:43.309000+00:00,2023-04-24 13:44:47.310000+00:00,2023-04-24 13:45:35.316000+00:00,2023-04-24 13:45:35.316000+00:00,2023-04-24 13:46:29.331000+00:00
1536381,1536381,34,1705637,70,2023-04-24 13:53:07.109389+00:00,2023-04-24 13:54:35.914000+00:00,2023-04-24 13:54:35.914000+00:00,2023-04-24 13:54:35.914000+00:00,2023-04-24 13:55:01.433000+00:00,2023-04-24 13:59:15.471000+00:00,2023-04-24 14:01:43.525000+00:00,2023-04-24 14:10:55.638000+00:00,2023-04-24 14:10:59.639000+00:00,2023-04-24 14:11:53.649000+00:00,2023-04-24 14:11:53.649000+00:00,2023-04-24 14:13:13.674000+00:00
1536405,1536405,34,1705659,73,2023-04-24 14:19:13.743000+00:00,2023-04-24 14:19:13.743000+00:00,2023-04-24 14:19:31.865000+00:00,2023-04-24 14:19:31.865000+00:00,2023-04-24 14:19:43.747000+00:00,2023-04-24 14:20:15.754000+00:00,2023-04-24 14:22:27.775000+00:00,2023-04-24 14:30:21.859000+00:00,2023-04-24 14:30:25.859000+00:00,2023-04-24 14:31:09.867000+00:00,2023-04-24 14:31:09.867000+00:00,2023-04-24 14:31:59.870000+00:00
1536423,1536423,34,1705678,73,2023-04-24 14:36:46.251000+00:00,2023-04-24 14:36:46.251000+00:00,2023-04-24 14:37:04.326000+00:00,2023-04-24 14:37:04.326000+00:00,2023-04-24 14:37:22.256000+00:00,2023-04-24 14:37:36.256000+00:00,2023-04-24 14:40:58.301000+00:00,2023-04-24 14:49:02.391000+00:00,2023-04-24 14:49:06.391000+00:00,2023-04-24 14:49:56.412000+00:00,2023-04-24 14:49:56.412000+00:00,2023-04-24 14:50:52.418000+00:00
1536443,1536443,34,1705698,70,2023-04-24 14:56:36.478000+00:00,2023-04-24 14:56:36.478000+00:00,2023-04-24 14:56:42.538000+00:00,2023-04-24 14:56:42.538000+00:00,2023-04-24 14:56:58.483000+00:00,2023-04-24 14:57:08.485000+00:00,2023-04-24 15:00:42.515000+00:00,2023-04-24 15:08:52.587000+00:00,2023-04-24 15:08:54.587000+00:00,2023-04-24 15:09:38.592000+00:00,2023-04-24 15:09:38.592000+00:00,2023-04-24 15:10:36.603000+00:00
1536459,1536459,34,1705723,70,2023-04-24 15:16:18.652000+00:00,2023-04-24 15:19:48.736000+00:00,2023-04-24 15:19:48.736000+00:00,2023-04-24 15:19:48.736000+00:00,2023-04-24 15:20:00.691000+00:00,2023-04-24 15:22:46.713000+00:00,2023-04-24 15:25:40.751000+00:00,2023-04-24 15:33:48.831000+00:00,2023-04-24 15:33:52.831000+00:00,2023-04-24 15:34:38.838000+00:00,2023-04-24 15:34:38.838000+00:00,2023-04-24 15:36:02.853000+00:00
1536480,1536480,34,1705747,70,2023-04-24 15:40:00.898000+00:00,2023-04-24 15:43:19.018000+00:00,2023-04-24 15:43:19.018000+00:00,2023-04-24 15:43:19.018000+00:00,2023-04-24 15:43:34.945000+00:00,2023-04-24 15:46:16.956000+00:00,2023-04-24 15:49:11.002000+00:00,2023-04-24 15:57:23.096000+00:00,2023-04-24 15:57:25.096000+00:00,2023-04-24 15:58:13.103000+00:00,2023-04-24 15:58:13.103000+00:00,2023-04-24 15:59:17.117000+00:00
1536504,1536504,34,1705774,73,2023-04-24 16:04:49.203000+00:00,2023-04-24 16:06:55.414000+00:00,2023-04-24 16:06:55.414000+00:00,2023-04-24 16:06:55.414000+00:00,2023-04-24 16:07:17.234000+00:00,2023-04-24 16:09:59.260000+00:00,2023-04-24 16:13:15.319000+00:00,2023-04-24 16:21:41.420000+00:00,2023-04-24 16:21:43.418000+00:00,2023-04-24 16:22:29.428000+00:00,2023-04-24 16:22:29.428000+00:00,2023-04-24 16:23:33.453000+00:00
1536526,1536526,34,1705794,69,2023-04-24 16:28:55.230893+00:00,2023-04-24 16:31:55.179000+00:00,2023-04-24 16:33:25.909000+00:00,2023-04-24 16:33:25.909000+00:00,2023-04-24 16:33:41.581000+00:00,2023-04-24 16:33:51.582000+00:00,2023-04-24 16:37:17.620000+00:00,2023-04-24 16:45:55.720000+00:00,2023-04-24 16:45:59.721000+00:00,2023-04-24 16:46:47.730000+00:00,2023-04-24 16:46:47.730000+00:00,2023-04-24 16:47:43.737000+00:00
1536549,1536549,34,1705817,73,2023-04-24 16:56:17.847000+00:00,2023-04-24 16:56:17.847000+00:00,2023-04-24 16:56:37.985000+00:00,2023-04-24 16:56:37.985000+00:00,2023-04-24 16:56:49.854000+00:00,2023-04-24 16:57:29.856000+00:00,2023-04-24 16:59:45.879000+00:00,2023-04-24 17:08:57.985000+00:00,2023-04-24 17:09:01.986000+00:00,2023-04-24 17:09:47.989000+00:00,2023-04-24 17:09:47.989000+00:00,2023-04-24 17:10:46.014000+00:00
1536568,1536568,34,1705844,70,2023-04-24 17:18:44.078000+00:00,2023-04-24 17:23:05.305000+00:00,2023-04-24 17:23:38.188000+00:00,2023-04-24 17:23:38.188000+00:00,2023-04-24 17:23:54.133000+00:00,2023-04-24 17:24:10.137000+00:00,2023-04-24 17:27:40.173000+00:00,2023-04-24 17:37:44.300000+00:00,2023-04-24 17:37:46.299000+00:00,2023-04-24 17:38:34.306000+00:00,2023-04-24 17:38:34.306000+00:00,2023-04-24 17:39:32.320000+00:00
1536591,1536591,34,1705865,69,2023-04-24 17:45:06.368000+00:00,2023-04-24 17:45:14.541000+00:00,2023-04-24 17:45:14.541000+00:00,2023-04-24 17:45:14.541000+00:00,2023-04-24 17:45:30.369000+00:00,2023-04-24 17:46:32.377000+00:00,2023-04-24 17:49:16.425000+00:00,2023-04-24 17:57:50.518000+00:00,2023-04-24 17:57:52.518000+00:00,2023-04-24 17:58:54.538000+00:00,2023-04-24 17:58:54.538000+00:00,2023-04-24 17:59:42.561000+00:00
1536610,1536610,34,1705900,70,2023-04-24 18:07:35.234408+00:00,2023-04-24 18:21:12.917000+00:00,2023-04-24 18:21:12.917000+00:00,2023-04-24 18:21:12.917000+00:00,2023-04-24 18:21:24.840000+00:00,2023-04-24 18:25:56.902000+00:00,2023-04-24 18:29:22.935000+00:00,2023-04-24 18:40:30.686000+00:00,2023-04-24 18:40:34.686000+00:00,2023-04-24 18:41:16.691000+00:00,2023-04-24 18:41:16.691000+00:00,2023-04-24 18:43:08.712000+00:00
1536653,1536653,34,1705932,73,2023-04-24 18:58:00.378198+00:00,2023-04-24 19:01:53.259000+00:00,2023-04-24 19:01:53.259000+00:00,2023-04-24 19:01:53.259000+00:00,2023-04-24 19:02:08.927000+00:00,2023-04-24 19:05:30.948000+00:00,2023-04-24 19:07:26.990000+00:00,2023-04-24 19:27:51.199000+00:00,2023-04-24 19:28:03.201000+00:00,2023-04-24 19:28:49.209000+00:00,2023-04-24 19:28:49.209000+00:00,2023-04-24 19:30:15.230000+00:00
1536688,1536688,34,1705973,73,2023-04-24 19:49:29.900966+00:00,2023-04-24 19:52:59.119000+00:00,2023-04-24 19:54:01.591000+00:00,2023-04-24 19:54:01.591000+00:00,2023-04-24 19:54:15.503000+00:00,2023-04-24 19:54:55.512000+00:00,2023-04-24 19:57:29.537000+00:00,2023-04-24 20:05:41.617000+00:00,2023-04-24 20:05:45.620000+00:00,2023-04-24 20:06:31.630000+00:00,2023-04-24 20:06:31.630000+00:00,2023-04-24 20:07:21.639000+00:00
1536697,1536697,34,1705984,74,2023-04-24 20:28:01.285382+00:00,2023-04-24 20:28:01.285382+00:00,2023-04-24 20:30:12.029000+00:00,2023-04-24 20:30:12.029000+00:00,2023-04-24 20:30:27.907000+00:00,2023-04-24 20:30:37.911000+00:00,2023-04-24 20:36:38.654000+00:00,2023-04-24 20:54:46.242000+00:00,2023-04-24 20:54:50.242000+00:00,2023-04-24 20:55:40.252000+00:00,2023-04-24 20:55:40.252000+00:00,2023-04-24 20:56:52.260000+00:00
1536716,1536716,34,1706006,73,2023-04-24 21:03:03.016526+00:00,2023-04-24 21:08:01.526000+00:00,2023-04-24 21:09:50.522000+00:00,2023-04-24 21:09:50.522000+00:00,2023-04-24 21:10:18.467000+00:00,2023-04-24 21:10:22.469000+00:00,2023-04-24 21:14:08.516000+00:00,2023-04-24 21:22:06.622000+00:00,2023-04-24 21:22:08.622000+00:00,2023-04-24 21:22:50.628000+00:00,2023-04-24 21:22:50.628000+00:00,2023-04-24 21:23:52.645000+00:00
